ticker,name,classification_status,evidence_type,comparison_eligibility,official_source_url,evidence_basis,review_reason
442570,RISE TDF2050액티브 적격,classified_derived,official_index,N,https://www.riseetf.co.kr/prod/finderDetail/44D5,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(혼합자산/구성비율 미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
444200,SOL 코리아메가테크액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
445910,TIGER MKF배당귀족,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
447620,SOL 미국TOP5채권혼합50,classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token),
447660,PLUS 애플채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
447770,TIGER 테슬라채권혼합Fn,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
448100,WON 200,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
448330,KODEX 삼성전자채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
448490,HANARO 32-10 국고채액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
448540,ACE 엔비디아채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
448570,FOCUS AI코리아액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
448630,RISE 삼성그룹Top3채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default)",
449580,RISE 테슬라애플아마존채권혼합,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
449680,TIGER 한중전기차(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
450180,KODEX 한중전기차(합성),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
450910,SOL 코스닥150,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
451000,PLUS 종합채권(AA-이상)액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
451060,1Q 200액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
451530,TIGER 국고채30년스트립액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
451540,TIGER 종합채권(AA-이상)액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
451600,PLUS 국고채30년액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
451670,RISE 국채30년레버리지(합성),classified_derived,official_index,N,불가,"기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(채권/국내 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default, concentration token/default)",
452250,ACE 미국30년국채선물레버리지(합성 H),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
453810,KODEX 인도Nifty50,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/인도 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
453820,KODEX 인도Nifty50레버리지(합성),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/인도 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
453850,ACE 미국30년국채액티브(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
453870,TIGER 인도니프티50,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/인도 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
453950,TIGER TSMC파운드리밸류체인,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/기타국가 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
454180,KIWOOM 차이나내수소비TOP CSI,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
454320,HANARO CAPEX설비투자iSelect,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
454780,KIWOOM 종합채권(AA-이상)액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
455660,ACE 미국하이일드액티브(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 HY); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
456250,KODEX 유럽명품TOP10 STOXX,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/유럽 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
457690,KODEX 33-06 국고채액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
457700,KODEX 53-09 국고채액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
457930,BNK 미래전략기술액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
458250,TIGER 미국30년국채스트립액티브(합성 H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
458260,TIGER 미국투자등급회사채액티브(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 회사채 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
459750,RISE 글로벌주식분산액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
460960,ACE 글로벌인컴TOP10,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
461340,HANARO 글로벌생성형AI액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
461450,KODEX 코스닥글로벌,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
461460,PLUS 국고채10년액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
461490,RISE 글로벌자산배분액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(혼합자산/구성비율 미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
461500,HANARO 종합채권(AA-이상)액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
461580,TIGER 코스닥글로벌,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
461600,SOL 미국30년국채액티브(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
461900,PLUS 미국테크TOP10,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
461910,PLUS 미국테크TOP10레버리지(합성),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반,
463300,RISE 중국본토CSI300,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
464240,KIWOOM 26-09회사채(AA-이상)액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
464470,PLUS 미국채30년액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
465580,ACE 미국빅테크TOP7 Plus,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
465620,ACE 미국빅테크TOP7 Plus인버스(합성),classified_derived,official_index,N,불가,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
465670,TIGER 미국캐시카우100,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
465780,마이티 26-09 특수채(AAA)액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(채권/국내 특수채 만기미확인 AAA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
466940,TIGER 은행고배당플러스TOP10,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(원자재/기타원자재 futures); 충돌 해소: 출처 우선순위와 구조 필드 기준,
468370,KODEX iShares미국인플레이션국채액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
468380,KODEX iShares미국하이일드액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 HY); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
468630,KODEX iShares미국투자등급회사채액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 회사채 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
469790,KIWOOM 코리아테크TOP10,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
469830,SOL 초단기채권액티브,conflict_resolved,conflict_resolved,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 초단기 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
471230,KODEX 국고채10년액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
471460,KIWOOM 국고채30년액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
471780,TIGER 코리아테크액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
472150,TIGER 배당커버드콜액티브,classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
472160,TIGER 미국테크TOP10 INDXX(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
472170,TIGER 미국테크TOP10채권혼합,classified_derived,official_index,N,TIGER,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token),
472720,TRUSTON 주주가치액티브,conflict_resolved,conflict_resolved,N,,기초지수 명시; 자산군·투자대상 추출(채권/국내 국채 만기미확인 등급미확인); 충돌 해소: 출처 우선순위와 구조 필드 기준,
472830,RISE 미국30년국채커버드콜(합성),classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
472840,IBK 200,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
472870,RISE 미국30년국채엔화노출(합성 H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
472920,HK 종합채권(AA-이상)액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(채권/국내 채권 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
473290,KODEX 26-12 회사채(AA-이상)액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
473330,SOL 미국30년국채커버드콜(합성),classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
473440,ACE 11월만기자동연장회사채AA-이상액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
473460,KODEX 미국서학개미,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
473590,ACE 미국주식베스트셀러,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
473640,HANARO 글로벌금채굴기업,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
474220,TIGER 미국테크TOP10타겟커버드콜,classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반,
474390,SOL 국고채30년액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
474920,에셋플러스 차이나일등기업포커스10액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/중국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
475080,KODEX 테슬라커버드콜채권혼합액티브,classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
475260,ACE 2월만기자동연장회사채AA-이상액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
475270,ACE 5월만기자동연장회사채AA-이상액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
475280,ACE 8월만기자동연장회사채AA-이상액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, FX token/default, concentration token/default)",
475350,RISE 버크셔포트폴리오TOP10,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default)",
475380,RISE 글로벌리얼티인컴,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
475720,RISE 200위클리커버드콜,classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (FX token/default),
476000,UNICORN 포스트IPO액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, FX token/default, concentration token/default)",
476070,KODEX 글로벌비만치료제TOP2 Plus,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
476310,RISE 글로벌비만산업TOP2+,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
476550,TIGER 미국30년국채커버드콜액티브(H),classified_derived,official_index,N,가능,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (concentration token/default),
476690,TIGER 글로벌비만치료제TOP2Plus,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default)",
476750,ACE 미국30년국채엔화노출액티브(H),classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
476760,ACE 미국30년국채액티브,classified_derived,official_index,N,가능,"기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, concentration token/default)",
477490,에셋플러스 글로벌일등기업포커스10액티브,classified_derived,derived_master,N,,"기초지수 명시; 자산군·투자대상 추출(주식/글로벌 미확인 주식전략); taxonomy 완료: 상품명·기초지수·원천 분류 필드 기반 (active/passive token, payoff token/default, concentration token/default)",
